AnimalID,AnimalType,Breed,Color,EntryDate,ReleaseDate,OutcomeType,Sex,Age,Year,Month,IsAdopted
A727199,Cat,Domestic Longhair Mix,Black,2016-05-19 14:41:00,2016-07-09 12:48:00,Adoption,Intact Female,5 weeks,2016,7,True
A698480,Dog,German Shepherd Mix,Cream,2015-03-12 14:54:00,2015-06-20 11:33:00,Adoption,Intact Female,1 year,2015,6,True
A664646,Dog,Australian Shepherd Mix,Red/White,2013-10-06 17:25:00,2013-10-08 17:41:00,Return to Owner,Spayed Female,5 years,2013,10,False
A734728,Cat,Domestic Shorthair Mix,Black/White,2016-09-11 18:36:00,2016-09-12 09:12:00,Transfer,Unknown,3 weeks,2016,9,False
A677668,Dog,Blue Lacy/American Bulldog,Black/White,2014-04-27 15:00:00,2014-04-30 14:36:00,Transfer,Intact Male,4 weeks,2014,4,False
A687168,Dog,Patterdale Terr Mix,Brown/White,2014-09-01 14:51:00,2014-10-23 16:38:00,Transfer,Intact Female,3 days,2014,10,False
A713351,Cat,Domestic Shorthair Mix,Black,2015-10-05 18:37:00,2015-10-06 09:00:00,Transfer,Spayed Female,2 years,2015,10,False
A665923,Dog,German Shepherd/Labrador Retriever,Red,2016-07-16 18:07:00,2013-11-04 15:00:00,Return to Owner,Spayed Female,4 years,2013,11,False
A665923,Dog,German Shepherd/Labrador Retriever,Red,2016-07-16 18:07:00,2016-07-23 15:41:00,Return to Owner,Spayed Female,4 years,2016,7,False
A710862,Cat,Domestic Shorthair Mix,Brown Tabby,2015-08-29 11:07:00,2015-09-01 15:52:00,Transfer,Neutered Male,1 year,2015,9,False
A678521,Cat,Domestic Shorthair Mix,Orange Tabby/White,2014-05-09 16:38:00,2014-07-12 19:57:00,Adoption,Intact Male,1 month,2014,7,True
A708082,Cat,Domestic Shorthair Mix,Brown Tabby,2015-07-22 14:04:00,2015-07-22 14:38:00,Transfer,Intact Male,3 weeks,2015,7,False
A665990,Dog,Chihuahua Shorthair Mix,Tan/White,2013-10-26 16:25:00,2013-11-02 11:33:00,Return to Owner,Spayed Female,3 years,2013,11,False
A692769,Dog,American Bulldog Mix,White,2016-04-10 12:49:00,2016-04-12 12:56:00,Return to Owner,Intact Male,12 years,2016,4,False
A734164,Dog,Siberian Husky Mix,Black/Tan,2016-09-22 14:17:00,2016-09-07 17:41:00,Adoption,Neutered Male,2 years,2016,9,True
A734164,Dog,Siberian Husky Mix,Black/Tan,2016-09-22 14:17:00,2016-09-25 15:49:00,Adoption,Neutered Male,2 years,2016,9,True
A729474,Dog,Miniature Poodle Mix,Cream/White,2016-06-18 17:19:00,2016-06-22 18:45:00,Adoption,Intact Female,4 years,2016,6,True
A719488,Cat,Domestic Shorthair Mix,Blue Tabby,2016-01-21 11:10:00,2016-01-24 15:30:00,Adoption,Intact Male,2 months,2016,1,True
A696962,Dog,Rat Terrier/Boston Terrier,White/Tan,2015-02-15 13:18:00,2015-02-17 15:14:00,Return to Owner,Spayed Female,4 years,2015,2,False
A766273,Cat,Domestic Shorthair Mix,Gray/White,2018-02-05 16:09:00,2018-02-27 12:41:00,Adoption,Neutered Male,3 years,2018,2,True
A686410,Dog,Labrador Retriever Mix,Tan,2014-08-21 13:01:00,2014-08-24 15:00:00,Return to Owner,Intact Male,2 years,2014,8,False
A722082,Dog,Doberman Pinsch Mix,Black/Tan,2016-03-10 14:45:00,2016-03-18 17:35:00,Adoption,Intact Male,4 months,2016,3,True
A673546,Dog,Newfoundland/Great Pyrenees,Black,2014-02-26 11:06:00,2014-03-08 13:40:00,Transfer,Neutered Male,3 years,2014,3,False
A711683,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-09-10 17:08:00,2015-10-11 14:07:00,Transfer,Intact Male,1 month,2015,10,False
A683788,Cat,Domestic Medium Hair Mix,Gray Tabby,2014-07-15 14:49:00,2014-07-17 09:00:00,Transfer,Intact Male,3 months,2014,7,False
A697666,Dog,Miniature Pinscher Mix,Black/Tan,2015-02-26 11:00:00,2015-03-02 19:19:00,Adoption,Spayed Female,2 years,2015,3,True
A685887,Dog,Boston Terrier,Black/White,2014-08-14 10:58:00,2014-08-14 13:31:00,Return to Owner,Spayed Female,15 years,2014,8,False
A701530,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-02 11:31:00,2015-05-09 13:50:00,Return to Owner,Spayed Female,2 years,2015,5,False
A701530,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-02 11:31:00,2015-08-11 16:24:00,Return to Owner,Spayed Female,2 years,2015,8,False
A729549,Cat,Domestic Shorthair Mix,Brown Tabby,2016-06-20 11:11:00,2016-06-22 10:15:00,Died,Intact Male,1 month,2016,6,False
A641891,Dog,Pit Bull Mix,White/Tan,2014-04-05 16:07:00,2014-04-05 16:14:00,Return to Owner,Spayed Female,3 years,2014,4,False
A736057,Cat,Domestic Shorthair Mix,Blue Tabby,2016-10-03 14:03:00,2016-11-26 14:27:00,Transfer,Intact Male,7 months,2016,11,False
A736057,Cat,Domestic Shorthair Mix,Blue Tabby,2016-10-03 14:03:00,2016-10-08 17:26:00,Adoption,Intact Male,7 months,2016,10,True
A236259,Dog,Smooth Fox Terrier Mix,Black/Tricolor,2014-07-05 07:13:00,2014-07-09 12:00:00,Return to Owner,Neutered Male,12 years,2014,7,False
A701971,Cat,Domestic Shorthair Mix,Black,2015-05-07 10:45:00,2015-06-09 18:58:00,Adoption,Intact Male,1 month,2015,6,True
A686302,Dog,Dachshund Longhair,Black/Tan,2014-08-19 17:25:00,2014-08-22 18:12:00,Return to Owner,Neutered Male,3 years,2014,8,False
A710711,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-08-26 15:31:00,2015-08-29 11:49:00,Transfer,Intact Female,2 months,2015,8,False
A706999,Dog,Australian Cattle Dog Mix,White/Tan,2015-07-07 15:19:00,2015-07-10 18:22:00,Return to Owner,Intact Female,4 years,2015,7,False
A753531,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2017-07-07 16:47:00,2017-07-08 18:09:00,Transfer,Unknown,4 weeks,2017,7,False
A750613,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-05-29 15:44:00,2017-05-29 16:31:00,Euthanasia,Intact Male,8 years,2017,5,False
A681738,Dog,Yorkshire Terrier Mix,Black/Tan,2014-06-19 17:09:00,2014-06-19 19:10:00,Transfer,Intact Male,2 months,2014,6,False
A717977,Dog,Miniature Schnauzer Mix,Gray/White,2015-12-18 17:18:00,2015-12-23 17:19:00,Adoption,Intact Male,2 years,2015,12,True
A542708,Cat,Domestic Shorthair Mix,Orange Tabby,2015-10-04 18:00:00,2015-12-02 19:57:00,Adoption,Neutered Male,6 years,2015,12,True
A698194,Dog,Australian Cattle Dog,Blue Merle/White,2015-03-11 18:43:00,2015-03-17 17:13:00,Return to Owner,Intact Male,2 years,2015,3,False
A680376,Cat,Domestic Medium Hair Mix,Torbie,2014-06-02 11:25:00,2014-08-30 17:41:00,Adoption,Intact Female,3 weeks,2014,8,True
A713970,Other,Bat,Black/Brown,2015-10-15 23:40:00,2015-10-29 12:12:00,Disposal,Unknown,4 weeks,2015,10,False
A756822,Cat,Domestic Shorthair Mix,Black,2017-08-25 18:44:00,2017-08-29 17:55:00,Adoption,Intact Female,1 month,2017,8,True
A751199,Cat,Domestic Shorthair Mix,Black/White,2017-06-05 11:27:00,2017-06-15 15:58:00,Transfer,Intact Male,1 month,2017,6,False
A758273,Dog,Labrador Retriever Mix,Tan/White,2017-09-13 13:31:00,2017-09-24 13:06:00,Return to Owner,Neutered Male,7 years,2017,9,False
A724472,Cat,Domestic Shorthair Mix,Brown Tabby,2016-04-18 11:03:00,2016-04-18 13:04:00,Transfer,Unknown,1 week,2016,4,False
A711682,Cat,Domestic Shorthair Mix,Orange Tabby,2015-09-10 17:08:00,2015-10-11 14:07:00,Transfer,Intact Male,1 month,2015,10,False
A670355,Dog,Chihuahua Shorthair Mix,Tan/White,2014-01-06 14:57:00,2014-01-21 15:17:00,Transfer,Intact Male,8 years,2014,1,False
A742981,Dog,Chihuahua Shorthair Mix,Tan/Brown,2017-02-01 09:18:00,2017-02-06 12:51:00,Transfer,Intact Female,3 years,2017,2,False
A723033,Dog,Australian Cattle Dog Mix,Red/White,2016-03-25 14:43:00,2016-03-29 19:07:00,Adoption,Spayed Female,1 year,2016,3,True
A731343,Dog,Pointer Mix,Blue/White,2016-07-20 17:01:00,2016-07-22 16:44:00,Return to Owner,Intact Female,1 year,2016,7,False
A731343,Dog,Pointer Mix,Blue/White,2016-07-20 17:01:00,2016-12-05 14:19:00,Return to Owner,Intact Female,1 year,2016,12,False
A731343,Dog,Pointer Mix,Blue/White,2016-07-20 17:01:00,2016-08-19 17:00:00,Return to Owner,Intact Female,1 year,2016,8,False
A731343,Dog,Pointer Mix,Blue/White,2016-07-20 17:01:00,2016-12-15 17:40:00,Return to Owner,Intact Female,1 year,2016,12,False
A731343,Dog,Pointer Mix,Blue/White,2016-07-20 17:01:00,2017-01-22 11:50:00,Transfer,Intact Female,1 year,2017,1,False
A756924,Dog,Pit Bull Mix,Tan/White,2017-08-28 08:13:00,2017-09-01 13:29:00,Transfer,Intact Male,1 year,2017,9,False
A737685,Dog,Cairn Terrier,Tan,2016-11-02 14:24:00,2016-11-07 17:30:00,Adoption,Intact Female,1 year,2016,11,True
A737685,Dog,Cairn Terrier,Tan,2016-11-02 14:24:00,2016-11-26 15:18:00,Adoption,Intact Female,1 year,2016,11,True
A672241,Dog,Dogo Argentino Mix,White,2014-02-06 13:08:00,2014-03-12 12:23:00,Adoption,Intact Male,10 months,2014,3,True
A672241,Dog,Dogo Argentino Mix,White,2014-02-06 13:08:00,2014-03-15 15:55:00,Transfer,Intact Male,10 months,2014,3,False
A677544,Dog,Chihuahua Shorthair/Whippet,Brown,2014-04-26 11:36:00,2014-05-07 13:06:00,Transfer,Intact Male,2 years,2014,5,False
A665840,Dog,Labrador Retriever Mix,Black/White,2013-10-23 13:31:00,2013-10-23 13:33:00,Transfer,Intact Female,4 weeks,2013,10,False
A733487,Bird,Dove Mix,Gray,2016-08-22 16:01:00,2016-08-22 16:05:00,Euthanasia,Unknown,1 year,2016,8,False
A693234,Dog,Cocker Spaniel,Brown,2014-12-04 14:13:00,2014-12-08 13:04:00,Transfer,Neutered Male,8 years,2014,12,False
A717924,Dog,Catahoula Mix,Black/White,2016-06-10 13:40:00,2016-06-18 14:19:00,Adoption,Spayed Female,1 year,2016,6,True
A717924,Dog,Catahoula Mix,Black/White,2016-06-10 13:40:00,2015-12-20 18:47:00,Return to Owner,Spayed Female,1 year,2015,12,False
A734294,Bird,Heron,Blue/White,2016-09-04 11:50:00,2016-09-04 13:19:00,Euthanasia,Unknown,5 years,2016,9,False
A744535,Cat,Domestic Longhair Mix,Blue Tabby/White,2017-03-02 14:37:00,2017-03-03 09:00:00,Transfer,Neutered Male,2 years,2017,3,False
A666943,Dog,Australian Shepherd Mix,Black/White,2013-11-09 18:40:00,2013-11-13 12:56:00,Return to Owner,Spayed Female,12 years,2013,11,False
A733167,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-08-18 11:14:00,2016-08-18 12:59:00,Transfer,Unknown,3 weeks,2016,8,False
A744748,Other,Opossum Mix,White/Gray,2017-03-07 07:52:00,2017-03-07 13:30:00,Euthanasia,Unknown,1 day,2017,3,False
A706212,Cat,Domestic Shorthair Mix,Cream Tabby,2015-06-26 11:44:00,2015-09-26 17:40:00,Adoption,Intact Female,1 month,2015,9,True
A566279,Dog,Australian Kelpie Mix,Red,2014-12-02 15:52:00,2014-12-05 16:34:00,Transfer,Spayed Female,4 years,2014,12,False
A764673,Dog,Chihuahua Shorthair Mix,Tan/White,2018-01-03 16:53:00,2018-02-16 18:57:00,Adoption,Intact Female,2 months,2018,2,True
A756742,Dog,Pit Bull Mix,Brown/White,2017-08-24 14:04:00,2017-10-04 12:20:00,Adoption,Intact Male,2 years,2017,10,True
A702566,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-15 12:52:00,2015-05-17 19:06:00,Adoption,Spayed Female,6 years,2015,5,True
A707367,Cat,Domestic Shorthair Mix,Blue,2015-07-11 16:09:00,2015-07-19 14:44:00,Adoption,Intact Male,1 month,2015,7,True
A687248,Dog,Miniature Schnauzer/Miniature Poodle,Gray,2014-09-02 16:00:00,2014-09-03 13:51:00,Transfer,Spayed Female,1 year,2014,9,False
A743063,Dog,Pit Bull Mix,Black/White,2017-02-03 12:14:00,2017-02-13 17:31:00,Return to Owner,Intact Male,11 months,2017,2,False
A743063,Dog,Pit Bull Mix,Black/White,2017-02-03 12:14:00,2017-06-05 16:56:00,Return to Owner,Intact Male,11 months,2017,6,False
A673849,Other,Bat Mix,Brown,2014-03-03 17:22:00,2014-03-03 17:39:00,Euthanasia,Unknown,1 year,2014,3,False
A674396,Cat,Siamese Mix,Tortie Point,2014-03-12 12:35:00,2014-03-16 16:07:00,Transfer,Spayed Female,5 years,2014,3,False
A715625,Other,Bat Mix,Brown,2015-11-06 20:26:00,2015-11-08 09:07:00,Euthanasia,Unknown,1 year,2015,11,False
A742397,Dog,Labrador Retriever Mix,Black/White,2017-01-21 11:06:00,2017-01-23 17:30:00,Adoption,Intact Male,2 months,2017,1,True
A762917,Dog,Chihuahua Shorthair Mix,White,2017-11-30 09:09:00,2018-02-18 14:08:00,Adoption,Intact Male,2 years,2018,2,True
A673006,Dog,German Shepherd Mix,Brown/Black,2014-02-19 11:12:00,2014-03-02 14:35:00,Return to Owner,Spayed Female,2 years,2014,3,False
A673006,Dog,German Shepherd Mix,Brown/Black,2014-02-19 11:12:00,2014-09-11 11:08:00,Return to Owner,Spayed Female,2 years,2014,9,False
A735943,Dog,Boxer Mix,Brown,2016-10-01 16:08:00,2016-10-03 12:53:00,Return to Owner,Neutered Male,3 years,2016,10,False
A724224,Cat,Domestic Shorthair Mix,Blue/White,2016-04-14 11:10:00,2016-06-30 12:40:00,Adoption,Intact Female,1 year,2016,6,True
A728611,Dog,Chihuahua Shorthair Mix,Black,2016-06-07 16:55:00,2016-06-14 11:21:00,Return to Owner,Neutered Male,4 years,2016,6,False
A692564,Dog,Jack Russell Terrier/Australian Cattle Dog,Brown/White,2014-11-22 17:42:00,2014-11-23 11:22:00,Return to Owner,Intact Male,2 years,2014,11,False
A629344,Dog,Pit Bull Mix,Brown/White,2017-04-18 13:02:00,2017-04-28 16:01:00,Return to Owner,Neutered Male,8 years,2017,4,False
A629344,Dog,Pit Bull Mix,Brown/White,2017-04-18 13:02:00,2017-07-31 18:39:00,Return to Owner,Neutered Male,8 years,2017,7,False
A629344,Dog,Pit Bull Mix,Brown/White,2017-04-18 13:02:00,2017-05-04 00:00:00,Return to Owner,Neutered Male,8 years,2017,5,False
A692653,Dog,Siberian Husky Mix,White/Gray,2014-11-24 11:00:00,2014-12-01 18:40:00,Adoption,Intact Female,9 months,2014,12,True
A692653,Dog,Siberian Husky Mix,White/Gray,2014-11-24 11:00:00,2014-12-26 12:05:00,Adoption,Intact Female,9 months,2014,12,True
A692653,Dog,Siberian Husky Mix,White/Gray,2014-11-24 11:00:00,2015-02-03 15:55:00,Return to Owner,Intact Female,9 months,2015,2,False
A692653,Dog,Siberian Husky Mix,White/Gray,2014-11-24 11:00:00,2015-01-16 17:17:00,Adoption,Intact Female,9 months,2015,1,True
A754734,Dog,Chihuahua Shorthair Mix,Brown/Black,2017-07-23 19:01:00,2017-07-27 15:50:00,Adoption,Intact Male,1 year,2017,7,True
A706875,Dog,Pit Bull Mix,Blue/White,2016-02-19 12:09:00,2016-04-05 18:54:00,Adoption,Neutered Male,5 years,2016,4,True
A706875,Dog,Pit Bull Mix,Blue/White,2016-02-19 12:09:00,2016-02-12 13:16:00,Adoption,Neutered Male,5 years,2016,2,True
A692244,Dog,Chihuahua Shorthair Mix,Red/White,2014-11-17 13:12:00,2014-11-23 14:17:00,Transfer,Intact Male,2 years,2014,11,False
A712067,Dog,Australian Shepherd/Labrador Retriever,Blue Merle/Black,2015-09-16 13:50:00,2015-10-12 14:24:00,Transfer,Intact Male,3 years,2015,10,False
A744739,Dog,Chihuahua Shorthair Mix,Tan,2017-03-06 23:44:00,2017-03-09 14:48:00,Return to Owner,Spayed Female,1 year,2017,3,False
A736617,Dog,Jack Russell Terrier Mix,Gold/White,2016-10-14 10:45:00,2016-10-24 00:00:00,Transfer,Intact Female,2 years,2016,10,False
A727565,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-05-23 12:29:00,2016-05-23 17:47:00,Transfer,Unknown,3 weeks,2016,5,False
A698073,Dog,Labrador Retriever/Blue Lacy,Blue/White,2016-05-14 16:04:00,2015-03-09 18:51:00,Adoption,Spayed Female,1 year,2015,3,True
A698073,Dog,Labrador Retriever/Blue Lacy,Blue/White,2016-05-14 16:04:00,2016-05-23 13:30:00,Return to Owner,Spayed Female,1 year,2016,5,False
A729082,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-06-13 12:07:00,2016-06-24 14:32:00,Adoption,Intact Male,2 months,2016,6,True
A757732,Cat,Domestic Shorthair Mix,Blue/White,2017-09-05 19:17:00,2017-09-12 18:53:00,Adoption,Intact Male,1 month,2017,9,True
A678764,Cat,Domestic Medium Hair Mix,White/Blue,2014-05-12 15:52:00,2014-05-16 17:56:00,Transfer,Intact Male,1 weeks,2014,5,False
A671922,Cat,Domestic Shorthair Mix,Tortie,2014-02-01 12:32:00,2014-02-05 18:21:00,Adoption,Intact Female,2 months,2014,2,True
A746903,Dog,Labrador Retriever Mix,Black,2017-04-10 19:04:00,2017-06-11 17:24:00,Adoption,Spayed Female,2 years,2017,6,True
A746903,Dog,Labrador Retriever Mix,Black,2017-04-10 19:04:00,2017-04-15 18:14:00,Adoption,Spayed Female,2 years,2017,4,True
A695053,Cat,Domestic Shorthair Mix,Black,2015-01-08 11:39:00,2015-01-09 09:00:00,Transfer,Unknown,3 years,2015,1,False
A745952,Cat,Domestic Shorthair Mix,Black,2017-03-27 09:03:00,2017-09-03 12:49:00,Adoption,Spayed Female,6 years,2017,9,True
A670215,Dog,Boston Terrier Mix,Black/White,2014-01-03 16:08:00,2014-01-05 18:53:00,Return to Owner,Intact Male,1 year,2014,1,False
A695426,Cat,Domestic Shorthair Mix,Brown Tabby,2015-01-15 14:48:00,2015-01-15 15:26:00,Euthanasia,Neutered Male,1 year,2015,1,False
A696412,Cat,Domestic Shorthair Mix,Brown Tabby,2015-02-04 13:42:00,2015-02-10 18:58:00,Adoption,Intact Male,8 months,2015,2,True
A694339,Dog,Border Collie Mix,Black/White,2014-12-26 12:17:00,2014-12-30 17:11:00,Adoption,Intact Male,5 months,2014,12,True
A675168,Dog,Chihuahua Shorthair Mix,Blue/Tan,2014-03-24 16:22:00,2014-04-06 17:01:00,Adoption,Intact Female,1 year,2014,4,True
A697997,Cat,Domestic Shorthair Mix,White/Black,2015-03-04 14:40:00,2015-03-05 09:00:00,Transfer,Intact Female,2 years,2015,3,False
A765166,Dog,Boxer Mix,Brown,2018-01-19 13:23:00,2018-01-24 11:29:00,Return to Owner,Neutered Male,1 year,2018,1,False
A706818,Cat,Domestic Shorthair Mix,Black,2015-07-03 16:15:00,2015-07-04 08:01:00,Euthanasia,Intact Female,3 months,2015,7,False
A746407,Cat,Domestic Shorthair Mix,Blue Tabby,2017-04-02 14:27:00,2017-06-24 15:45:00,Adoption,Neutered Male,3 years,2017,6,True
A755182,Cat,Maine Coon Mix,Brown Tabby,2017-07-30 13:15:00,2017-08-12 15:05:00,Adoption,Neutered Male,5 years,2017,8,True
A738670,Dog,Rottweiler Mix,Black/Brown,2016-11-19 11:15:00,2016-11-19 17:52:00,Return to Owner,Intact Male,2 years,2016,11,False
A738670,Dog,Rottweiler Mix,Black/Brown,2016-11-19 11:15:00,2017-07-13 11:48:00,Return to Owner,Intact Male,2 years,2017,7,False
A737525,Dog,Labrador Retriever,Yellow,2016-10-30 18:21:00,2016-11-10 15:36:00,Transfer,Intact Male,1 year,2016,11,False
A740195,Dog,Border Terrier Mix,White/Tan,2016-12-12 14:18:00,2016-12-18 23:05:00,Adoption,Intact Male,6 months,2016,12,True
A752849,Cat,Domestic Shorthair Mix,Brown Tabby,2017-06-28 11:41:00,2017-07-02 12:28:00,Transfer,Intact Female,1 year,2017,7,False
A753266,Other,Raccoon Mix,Black/Gray,2017-07-03 21:03:00,2017-07-04 10:00:00,Died,Unknown,1 year,2017,7,False
A727495,Dog,Lhasa Apso Mix,Tricolor,2016-05-22 16:21:00,2016-05-26 00:00:00,Transfer,Intact Male,2 years,2016,5,False
A696023,Dog,Pit Bull Mix,Tricolor,2015-01-27 16:53:00,2015-02-01 18:11:00,Adoption,Intact Female,7 months,2015,2,True
A581190,Cat,Siamese Mix,White,2014-11-15 16:11:00,2014-11-20 12:33:00,Transfer,Neutered Male,4 years,2014,11,False
A735149,Dog,Chihuahua Shorthair Mix,Black/Brown,2016-09-19 12:19:00,2016-09-20 15:38:00,Euthanasia,Neutered Male,3 years,2016,9,False
A751672,Dog,Staffordshire Mix,Fawn/White,2017-06-10 23:39:00,2017-08-14 18:06:00,Adoption,Intact Male,4 years,2017,8,True
A751672,Dog,Staffordshire Mix,Fawn/White,2017-06-10 23:39:00,2017-10-28 12:24:00,Adoption,Intact Male,4 years,2017,10,True
A668827,Dog,Pug Mix,Buff,2013-12-10 12:21:00,2013-12-13 18:23:00,Transfer,Intact Male,6 months,2013,12,False
A707182,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-07-09 12:13:00,2015-07-20 13:37:00,Adoption,Intact Male,9 months,2015,7,True
A745070,Dog,Rat Terrier Mix,Tricolor,2017-03-12 12:55:00,2017-03-12 15:53:00,Return to Owner,Spayed Female,7 years,2017,3,False
A737627,Dog,Basset Hound Mix,Brown Brindle/White,2016-11-01 16:37:00,2016-11-06 17:53:00,Adoption,Intact Male,6 months,2016,11,True
A721424,Dog,German Shepherd Mix,Black/White,2016-02-26 15:55:00,2016-02-28 15:34:00,Transfer,Intact Male,4 weeks,2016,2,False
A745702,Cat,Domestic Shorthair Mix,Gray Tabby/White,2017-03-22 16:02:00,2017-03-26 18:00:00,Transfer,Intact Female,7 years,2017,3,False
A707696,Dog,Pit Bull Mix,White/Brown,2015-07-16 11:22:00,2015-07-16 12:31:00,Euthanasia,Intact Male,1 month,2015,7,False
A598850,Dog,Miniature Poodle Mix,White/Gray,2015-10-15 18:18:00,2016-11-25 17:07:00,Return to Owner,Spayed Female,10 years,2016,11,False
A598850,Dog,Miniature Poodle Mix,White/Gray,2015-10-15 18:18:00,2015-10-20 14:44:00,Return to Owner,Spayed Female,10 years,2015,10,False
A598850,Dog,Miniature Poodle Mix,White/Gray,2015-10-15 18:18:00,2017-06-24 19:06:00,Return to Owner,Spayed Female,10 years,2017,6,False
A749479,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-15 15:07:00,2017-06-21 17:59:00,Adoption,Intact Female,1 year,2017,6,True
A709870,Dog,Weimaraner Mix,Blue,2015-08-14 11:02:00,2015-08-19 13:06:00,Transfer,Intact Male,4 months,2015,8,False
A670086,Dog,Pembroke Welsh Corgi,Sable/White,2014-01-01 17:59:00,2014-01-02 12:39:00,Return to Owner,Spayed Female,7 years,2014,1,False
A673263,Dog,Pit Bull Mix,Brown Brindle,2014-02-21 10:56:00,2014-08-26 18:14:00,Adoption,Intact Female,4 years,2014,8,True
A752934,Dog,Pit Bull Mix,Brown/White,2017-06-29 11:39:00,2018-01-22 12:51:00,Return to Owner,Intact Male,6 months,2018,1,False
A752934,Dog,Pit Bull Mix,Brown/White,2017-06-29 11:39:00,2017-07-08 13:40:00,Adoption,Intact Male,6 months,2017,7,True
A752934,Dog,Pit Bull Mix,Brown/White,2017-06-29 11:39:00,2017-07-11 12:25:00,Adoption,Intact Male,6 months,2017,7,True
A705697,Dog,Pit Bull Mix,Blue/White,2015-06-20 13:10:00,2015-06-26 15:23:00,Transfer,Intact Female,2 years,2015,6,False
A736158,Dog,Pekingese Mix,Tricolor,2016-10-05 15:59:00,2016-10-09 17:46:00,Adoption,Intact Female,1 year,2016,10,True
A686389,Cat,Domestic Shorthair Mix,Chocolate,2014-08-21 11:41:00,2014-09-04 14:25:00,Transfer,Intact Male,5 months,2014,9,False
A414198,Dog,Border Collie Mix,Black,2015-01-29 15:01:00,2015-01-30 13:43:00,Return to Owner,Spayed Female,9 years,2015,1,False
A751446,Cat,Domestic Medium Hair Mix,Black/White,2017-06-08 12:54:00,2017-06-14 17:23:00,Euthanasia,Intact Female,3 weeks,2017,6,False
A692138,Cat,Domestic Shorthair Mix,Gray Tabby/White,2014-12-20 16:33:00,2014-11-15 15:54:00,Return to Owner,Neutered Male,12 years,2014,11,False
A692138,Cat,Domestic Shorthair Mix,Gray Tabby/White,2014-12-20 16:33:00,2014-12-21 11:55:00,Return to Owner,Neutered Male,12 years,2014,12,False
A745922,Dog,Pit Bull Mix,Brown Brindle/White,2017-03-26 13:29:00,2017-03-29 13:12:00,Return to Owner,Intact Female,2 months,2017,3,False
A732492,Cat,Domestic Shorthair Mix,White,2016-08-08 16:46:00,2016-08-25 22:22:00,Adoption,Intact Male,5 months,2016,8,True
A750641,Cat,Domestic Shorthair Mix,Black/White,2017-05-29 17:35:00,2017-07-01 19:32:00,Adoption,Intact Male,5 weeks,2017,7,True
A689992,Dog,Pit Bull Mix,Black/White,2016-05-19 15:47:00,2016-06-23 18:35:00,Adoption,Intact Female,11 months,2016,6,True
A689992,Dog,Pit Bull Mix,Black/White,2016-05-19 15:47:00,2016-05-22 18:19:00,Adoption,Intact Female,11 months,2016,5,True
A689992,Dog,Pit Bull Mix,Black/White,2016-05-19 15:47:00,2016-07-24 14:26:00,Adoption,Intact Female,11 months,2016,7,True
A739650,Dog,Labrador Retriever Mix,Black/White,2017-05-28 19:03:00,2016-12-07 17:30:00,Return to Owner,Neutered Male,1 year,2016,12,False
A739650,Dog,Labrador Retriever Mix,Black/White,2017-05-28 19:03:00,2017-02-24 15:25:00,Return to Owner,Neutered Male,1 year,2017,2,False
A739650,Dog,Labrador Retriever Mix,Black/White,2017-05-28 19:03:00,2017-12-03 17:18:00,Adoption,Neutered Male,1 year,2017,12,True
A739650,Dog,Labrador Retriever Mix,Black/White,2017-05-28 19:03:00,2017-11-05 17:36:00,Adoption,Neutered Male,1 year,2017,11,True
A739650,Dog,Labrador Retriever Mix,Black/White,2017-05-28 19:03:00,2017-05-30 11:26:00,Return to Owner,Neutered Male,1 year,2017,5,False
A741268,Dog,Pit Bull Mix,White/Blue,2016-12-30 11:43:00,2017-01-06 18:28:00,Adoption,Intact Female,8 months,2017,1,True
A765425,Cat,Domestic Longhair Mix,Calico,2018-01-19 20:28:00,2018-02-27 08:22:00,Transfer,Spayed Female,5 years,2018,2,False
A737302,Cat,Domestic Medium Hair Mix,White/Black,2016-10-25 12:21:00,2016-12-06 11:10:00,Adoption,Intact Male,1 month,2016,12,True
A689449,Cat,Domestic Shorthair Mix,Black,2014-10-04 11:29:00,2014-11-18 11:32:00,Adoption,Intact Female,3 weeks,2014,11,True
A702853,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-18 13:51:00,2015-08-10 13:05:00,Return to Owner,Intact Male,2 months,2015,8,False
A702853,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-18 13:51:00,2015-05-22 18:24:00,Adoption,Intact Male,2 months,2015,5,True
A678745,Dog,Flat Coat Retriever Mix,Black/White,2014-05-12 13:58:00,2014-05-16 17:25:00,Transfer,Intact Female,2 years,2014,5,False
A680274,Cat,Domestic Medium Hair Mix,Cream Tabby/White,2014-05-31 16:32:00,2014-06-19 14:36:00,Transfer,Neutered Male,2 years,2014,6,False
